09:29 24/11/2021,POW,13.8,14.75,12.85,14,13.7,1103.1
09:29 24/11/2021,HDB,31.8,34,29.6,32.4,31.85,1085.1
09:29 24/11/2021,HHS,11,11.75,10.25,11.55,11.3,1084.3
09:29 24/11/2021,FIT,13.75,14.7,12.8,14.2,13.95,1039.4
09:29 24/11/2021,VPB,36.25,38.75,33.75,36.25,36,960.4
09:29 24/11/2021,TSC,15.6,16.65,14.55,15.8,15.65,936.5
09:29 24/11/2021,SCR,18.05,19.3,16.8,18.7,18.3,931.5
09:29 24/11/2021,PVD,27.6,29.5,25.7,28.5,28.05,930.6
09:29 24/11/2021,PAN,40.85,43.7,38,41.8,41,925.8
09:29 24/11/2021,VND,80.7,86.3,75.1,82.7,81.1,922.4
09:29 24/11/2021,BCG,27.45,29.35,25.55,29,28.45,897.2
09:28 24/11/2021,TNI,11.3,12.05,10.55,12.05,12.05,886.6
09:29 24/11/2021,NLG,59,56.4,49.15,55.2,54.3,858.7
09:29 24/11/2021,MBB,28.9,30.9,26.9,29,28.8,847.9
09:29 24/11/2021,APG,26.35,28.15,24.55,27.5,26.9,816
09:29 24/11/2021,DIG,61,65.2,56.8,64.5,62.7,803
09:29 24/11/2021,HSG,39.1,41.8,36.4,39.15,38.5,786.1
09:29 24/11/2021,HNG,8.27,8.84,7.7,8.5,8.35,746.2
09:29 24/11/2021,DAG,16.4,17.5,15.3,17.5,16.9,745.9
09:29 24/11/2021,DBC,70.6,75.5,65.7,73.4,72.7,743.9
09:29 24/11/2021,SBT,25,26.75,23.25,25.5,24.8,743.8
09:29 24/11/2021,PHC,17.4,18.6,16.2,18.3,17.75,727.3
09:28 24/11/2021,HAI,6.55,7,6.1,6.68,6.5,726.2
09:29 24/11/2021,APH,40.7,43.5,37.9,41.35,40.75,716
09:29 24/11/2021,DXG,26,27.8,24.2,26.6,26.2,706.9
09:29 24/11/2021,SHB,23.8,25.45,22.15,24,23.8,680.9
09:29 24/11/2021,VRE,30.15,32.25,28.05,30.25,30.1,646.2
09:29 24/11/2021,ORS,32,34.2,29.8,33,32.5,639.9
09:29 24/11/2021,AGR,25.65,27.4,23.9,27,26.4,608.9
09:29 24/11/2021,OCB,28,29.95,26.05,28.2,28,604.9
09:29 24/11/2021,AAA,17.1,18.25,15.95,17.35,17.15,553.1
09:29 24/11/2021,CII,27.25,29.15,25.35,28,27.5,539
09:29 24/11/2021,NKG,43.15,46.15,40.15,43.2,42.4,527.2
09:29 24/11/2021,DPM,49.3,52.7,45.85,49.6,48.95,526.5
09:29 24/11/2021,KBC,48,51.3,44.65,48.8,48.5,505
09:29 24/11/2021,VIB,41.9,44.8,39,41.8,41.5,491.2
09:29 24/11/2021,PDR,90.7,97,84.4,91.5,90.6,476.1
09:29 24/11/2021,ASM,22.5,24.05,20.95,23.15,22.6,455.7
09:29 24/11/2021,LCG,18.1,19.35,16.85,18.7,18.1,454.3
09:28 24/11/2021,IJC,30.6,32.7,28.5,31.1,30.6,452.9
09:29 24/11/2021,NVL,106.2,113.6,98.8,108,107.2,450.5
09:29 24/11/2021,JVC,8.5,9.09,7.91,8.9,8.5,448.5
09:29 24/11/2021,DCM,37,39.55,34.45,37.4,36.8,438.5
09:29 24/11/2021,HT1,25,26.75,23.25,25.9,25.15,430.2
09:29 24/11/2021,ACB,33.95,36.3,31.6,34,33.75,422
09:29 24/11/2021,AMD,6.07,6.49,5.65,6.26,6.15,379.5
09:28 24/11/2021,TTB,10.2,10.9,9.49,10.1,9.9,359
09:29 24/11/2021,HVN,23.35,24.95,21.75,23.4,23.25,358.8
09:29 24/11/2021,CKG,34.75,37.15,32.35,35.4,34.5,358.6
09:29 24/11/2021,VHM,82.5,88.2,76.8,82.7,82,350.8
09:28 24/11/2021,QCG,11.2,11.95,10.45,11.75,11.2,349.3
09:29 24/11/2021,MCG,9.19,9.83,8.55,9.82,9.3,345.1
09:29 24/11/2021,MHC,15.3,16.35,14.25,15.9,15.45,345.1
09:29 24/11/2021,VOS,20.65,22.05,19.25,21.45,20.7,323.4
09:29 24/11/2021,VCG,46.3,49.5,43.1,46.8,46,322.9
09:29 24/11/2021,FCN,17.3,18.5,16.1,17.5,17.35,311.6
09:28 24/11/2021,NBB,42,44.9,39.1,43,41.9,307
09:29 24/11/2021,TVB,29.5,31.55,27.45,30.7,30,280.9
09:28 24/11/2021,TTA,19.15,20.45,17.85,19.2,18.7,278.9
09:29 24/11/2021,PXS,8.69,9.29,8.09,9.29,8.71,260.2
09:28 24/11/2021,GMD,51,54.5,47.45,51.4,50.6,258.7
09:29 24/11/2021,PVT,24.35,26.05,22.65,24.6,24.2,250.7
09:29 24/11/2021,KSB,37.2,39.8,34.6,38,37.8,249.5
09:29 24/11/2021,GVR,37.5,40.1,34.9,37.95,37.55,244.3
09:28 24/11/2021,KHP,17.9,19.15,16.65,17.9,17.05,243.6
09:29 24/11/2021,KDC,59.9,64,55.8,60,59.7,240.7
09:28 24/11/2021,VIC,94.8,101.4,88.2,95.2,93.9,239.1
09:29 24/11/2021,LSS,17.8,19,16.6,18.15,17.8,238.2
09:28 24/11/2021,HAH,69.3,74.1,64.5,70.8,69.5,238.1
09:28 24/11/2021,VGC,45.1,48.25,41.95,46.85,46,235.2
09:29 24/11/2021,CTS,44.5,47.6,41.4,45.4,44.85,228.7
09:28 24/11/2021,HPX,36,38.5,33.5,36.55,36,228.6
09:28 24/11/2021,TLH,20.2,21.6,18.8,20.3,20,217.2
09:29 24/11/2021,DRH,20.5,21.9,19.1,21.2,20.6,216.7
09:29 24/11/2021,HDG,64.3,68.8,59.8,65.8,64.8,215.4
09:31 24/11/2021,SSI,52,55.6,48.4,53.7,52.7,4456.3
09:31 24/11/2021,GEX,44.15,47.2,41.1,45,43,4445.4
09:31 24/11/2021,TTF,10.75,11.5,10,11.5,11.3,3591.5
09:31 24/11/2021,ITA,11.2,11.95,10.45,11.6,11.3,2868.2
09:31 24/11/2021,HAG,7.15,7.65,6.65,7.59,7.34,2843.1
09:31 24/11/2021,FLC,14.7,15.7,13.7,15.15,14.7,2772.2
09:31 24/11/2021,HPG,49.55,53,46.1,49.7,49.25,2588.9
09:31 24/11/2021,ROS,6.84,7.31,6.37,7.08,6.95,2008.6
09:31 24/11/2021,DLG,6.92,7.4,6.44,7.1,6.85,1923.1
09:31 24/11/2021,SAM,21,22.45,19.55,22,20,1879.8
09:31 24/11/2021,HQC,6.1,6.52,5.68,6.35,6.24,1861.8
09:31 24/11/2021,STB,28.5,30.45,26.55,28.6,28.35,1732.7
09:31 24/11/2021,HBC,24.2,25.85,22.55,25.7,25,1730.7
09:31 24/11/2021,VCI,75.2,80.4,70,79,78,1701
09:31 24/11/2021,TCB,52.6,56.2,48.95,52.7,52.3,1643.5
09:31 24/11/2021,VIX,33,35.3,30.7,34.5,33.7,1612.3
09:31 24/11/2021,TCH,23.5,25.1,21.9,23.95,23.3,1515.3
09:30 24/11/2021,IDI,19.9,21.25,18.55,21.25,21.25,1505.5
09:31 24/11/2021,HCM,46.5,49.75,43.25,48.35,47.5,1442.2
09:31 24/11/2021,LDG,12.55,13.4,11.7,13.15,12.65,1440.8
09:31 24/11/2021,CTG,34.1,36.45,31.75,34.3,34.05,1386.8
09:31 24/11/2021,LPB,23.05,24.65,21.45,23.25,22.9,1339.4
09:30 24/11/2021,CMX,18.4,19.65,17.15,19.65,19.4,1334.7
09:31 24/11/2021,MSB,26.45,28.3,24.6,26.55,26.25,1283.5
09:31 24/11/2021,SJF,19.75,21.1,18.4,21.1,20.5,1224.4
09:31 24/11/2021,POW,13.8,14.75,12.85,14,13.7,1180.6
09:31 24/11/2021,HDB,31.8,34,29.6,32.4,31.85,1179.9
09:31 24/11/2021,VPB,36.25,38.75,33.75,36.25,35.95,1143.5
09:31 24/11/2021,HHS,11,11.75,10.25,11.55,11.3,1124.3
09:31 24/11/2021,FIT,13.75,14.7,12.8,14.2,13.95,1066.4
09:31 24/11/2021,MBB,28.9,30.9,26.9,29,28.8,1050.4
09:31 24/11/2021,SCR,18.05,19.3,16.8,18.7,18.3,1039.5
09:31 24/11/2021,PAN,40.85,43.7,38,41.8,41,1021.4
09:31 24/11/2021,TSC,15.6,16.65,14.55,15.8,15.65,989.3
09:31 24/11/2021,VND,80.7,86.3,75.1,82.7,81.1,982.9
09:31 24/11/2021,PVD,27.6,29.5,25.7,28.5,28.05,981.5
09:31 24/11/2021,DBC,70.6,75.5,65.7,73.8,72.7,975.2
09:31 24/11/2021,BCG,27.45,29.35,25.55,29,28.45,922.1
09:30 24/11/2021,TNI,11.3,12.05,10.55,12.05,12.05,891.2
09:31 24/11/2021,NLG,59,56.4,49.15,55.2,54.3,875.8
09:31 24/11/2021,HSG,39.1,41.8,36.4,39.15,38.5,868.2
09:31 24/11/2021,APG,26.35,28.15,24.55,27.5,26.9,847.9
09:31 24/11/2021,DIG,61,65.2,56.8,64.5,62.7,844.3
09:31 24/11/2021,DAG,16.4,17.5,15.3,17.5,16.9,807.3
09:31 24/11/2021,SBT,25,26.75,23.25,25.5,24.8,779.6
09:31 24/11/2021,HNG,8.27,8.84,7.7,8.5,8.35,765.2
09:31 24/11/2021,HAI,6.55,7,6.1,6.68,6.5,763.9
09:31 24/11/2021,DXG,26,27.8,24.2,26.6,26.2,761.4
09:31 24/11/2021,APH,40.7,43.5,37.9,41.35,40.75,757.8
09:31 24/11/2021,SHB,23.8,25.45,22.15,24,23.75,747.5
09:29 24/11/2021,PHC,17.4,18.6,16.2,18.3,17.75,729
09:31 24/11/2021,VRE,30.15,32.25,28.05,30.25,30.1,694.1
09:31 24/11/2021,ORS,32,34.2,29.8,33,32.5,684.9
09:31 24/11/2021,AGR,25.65,27.4,23.9,27,26.4,654.4
09:31 24/11/2021,OCB,28,29.95,26.05,28.2,28,645.7
09:31 24/11/2021,AAA,17.1,18.25,15.95,17.35,17.15,631.7
09:31 24/11/2021,CII,27.25,29.15,25.35,28,27.5,573.1
09:31 24/11/2021,LCG,18.1,19.35,16.85,18.7,18.1,555.1
09:31 24/11/2021,NKG,43.15,46.15,40.15,43.2,42.4,547.3
09:30 24/11/2021,DPM,49.3,52.7,45.85,49.6,48.95,538
09:31 24/11/2021,JVC,8.5,9.09,7.91,8.9,8.5,537.9
09:30 24/11/2021,KBC,48,51.3,44.65,48.8,48.5,534.6
09:31 24/11/2021,ACB,33.95,36.3,31.6,34,33.75,516.5
09:31 24/11/2021,IJC,30.6,32.7,28.5,31.1,30.6,516.3
09:31 24/11/2021,VIB,41.9,44.8,39,41.8,41.5,512.1
09:31 24/11/2021,NVL,106.2,113.6,98.8,108,107.2,500.8
